movieId,genres,original_title,id,overview,actors,director
141866,(no genres listed),Green Room,313922,A young punk rock band find themselves trapped in a secluded venue after stumbling upon a horrific act of violence.,"['antonyelchin', 'imogenpoots', 'aliashawkat']",jeremysaulnier
141890,Drama|War,Beasts of No Nation,283587,"A drama based on the experiences of Agu, a child soldier fighting in the civil war of an unnamed African country. Follows the journey of a young boy, Agu, who is forced to join a group of soldiers in a fictional West African country. While Agu fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination Depicts the mechanics of war and does not shy away from explicit, visceral detail, and paints a complex, difficult picture of Agu as a child soldier.","['idriselba', 'opeyemifagbohungbe', 'abrahamattah']",caryfukunaga
142074,Crime|Horror|Thriller,Knock Knock,263472,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.","['keanureeves', 'lorenzaizzo', 'anadearmas']",eliroth
142222,Drama,Demolition,303991,An emotionally desperate investment banker finds hope through a woman he meets in Chicago.,"['jakegyllenhaal', 'chriscooper', 'naomiwatts']",jean-marcvallée
142422,Comedy,The Night Before,296100,"In New York City for their annual tradition of Christmas Eve debauchery, three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end.","['josephgordon-levitt', 'sethrogen', 'anthonymackie']",jonathanlevine
142448,Adventure|Drama|Thriller,Everest,253412,"Inspired by the incredible events surrounding a treacherous attempt to reach the summit of the world's highest mountain, ""Everest"" documents the awe-inspiring journey of two different expeditions challenged beyond their limits by one of the fiercest snowstorms ever encountered by mankind. Their mettle tested by the harshest of elements found on the planet, the climbers will face nearly impossible obstacles as a lifelong obsession becomes a breathtaking struggle for survival.","['jasonclarke', 'jakegyllenhaal', 'joshbrolin']",baltasarkormákur
142488,Thriller,Spotlight,314365,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","['markruffalo', 'michaelkeaton', 'rachelmcadams']",tommccarthy
142509,Action|Adventure|Sci-Fi,Hardcore Henry,325348,"Henry, a newly resurrected cyborg who must save his wife/creator from the clutches of a psychotic tyrant with telekinetic powers, AKAN, and his army of mercenaries. Fighting alongside Henry is Jimmy, who is Henry's only hope to make it through the day. Hardcore takes place over the course of one day, in Moscow, Russia.","['sharltocopley', 'haleybennett', 'danilakozlovsky']",ilyanaishuller
142536,Drama,Burnt,295964,"Adam Jones is a Chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.","['bradleycooper', 'siennamiller', 'lilyjames']",johnwells
142997,Animation|Comedy,Hotel Transylvania 2,159824,"When the old-old-old-fashioned vampire Vlad arrives at the hotel for an impromptu family get-together, Hotel Transylvania is in for a collision of supernatural old-school and modern day cool.","['adamsandler', 'andysamberg', 'selenagomez']",genndytartakovsky
143245,Animation|Fantasy,The Little Prince,309809,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.","['jeffbridges', 'rachelmcadams', 'paulrudd']",markosborne
143355,Action|Adventure|Fantasy,Wonder Woman,297762,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,"['galgadot', 'chrispine', 'robinwright']",pattyjenkins
143365,Drama|Sci-Fi|Thriller,The Circle,339988,"A young tech worker takes a job at a greedy Internet corporation, quickly rises up the company's ranks, and soon finds herself in a perilous situation concerning privacy, surveillance and freedom. She comes to learn that her decisions and actions will have no effect whatsoever.","['emmawatson', 'tomhanks', 'johnboyega']",jamesponsoldt
143367,Drama|Thriller,Silence,68730,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.","['andrewgarfield', 'adamdriver', 'tadanobuasano']",martinscorsese
143385,Drama|Thriller,Bridge of Spies,296098,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.","['tomhanks', 'markrylance', 'amyryan']",stevenspielberg
143859,Comedy,"Hail, Caesar!",270487,"Tells the comedic tale of Eddie Mannix, a fixer who worked for the Hollywood studios in the 1950s. The story finds him at work when a star mysteriously disappears in the middle of filming.","['joshbrolin', 'georgeclooney', 'aldenehrenreich']",joelcoen
143969,Comedy,Er ist wieder da,318917,"Adolf Hitler wakes up in a vacant lot in Berlin, with no knowledge of anything that happened after 1945. Homeless and destitute. Although everyone recognizes him, nobody believes that he is Hitler; instead, they think he is either a comedian, or a method actor.","['olivermasucci', 'fabianbusch', 'katjariemann']",davidwnendt
144352,Action|Crime|Drama,Unforgiven,33,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.","['clinteastwood', 'genehackman', 'morganfreeman']",clinteastwood
144522,Action|Horror|Thriller,Sky High,11459,"Set in a world where superheroes are commonly known and accepted, young Will Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.","['michaelangarano', 'kurtrussell', 'kellypreston']",mikemitchell
144620,Adventure|Comedy|Horror,Goosebumps,257445,"A teenager teams up with the daughter of young adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware.","['jackblack', 'dylanminnette', 'odeyarush']",robletterman
144976,Horror|Western,Bone Tomahawk,294963,"During a shootout in a saloon, Sheriff Hunt injures a suspicious stranger. One of the villagers takes care of him in prison. One day they both disappear – only the spear of a cannibal tribe is found. Hunt and a few of his men go in search of the prisoner and his nurse.","['kurtrussell', 'patrickwilson', 'matthewfox']",s.craigzahler
145418,Drama,Trumbo,294016,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,"['bryancranston', 'dianelane', 'helenmirren']",jayroach
145839,Drama,Concussion,321741,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world.","['willsmith', 'alecbaldwin', 'albertbrooks']",peterlandesman
146656,Drama,Creed,312221,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","['michaelb.jordan', 'sylvesterstallone', 'grahammctavish']",ryancoogler
146688,Fantasy|Mystery|Thriller,Solace,339527,"A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer. After having lived in isolation for two years, since the death of his daughter, Clancy is asked by his friend Joe, an FBI special agent to help him solve several murders committed by a serial killer.","['anthonyhopkins', 'jeffreydeanmorgan', 'abbiecornish']",afonsopoyart
148172,Adventure|Sci-Fi|Thriller,The 5th Wave,299687,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,"['chloëgracemoretz', 'nickrobinson', 'alexroe']",jblakeson
148671,Crime|Horror,Saw,176,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...","['caryelwes', 'dannyglover', 'monicapotter']",jameswan
148888,Comedy,Zoolander 2,329833,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,"['benstiller', 'owenwilson', 'willferrell']",benstiller
148956,Comedy|Romance,How to Be Single,259694,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.","['dakotajohnson', 'rebelwilson', 'alisonbrie']",christianditter
149352,Comedy,Daddy's Home,274167,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.","['willferrell', 'markwahlberg', 'lindacardellini']",seananders
149354,Children|Comedy,Sisters,266294,Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.,"['tinafey', 'amypoehler', 'johnleguizamo']",jasonmoore
149406,Action|Adventure|Animation,Kung Fu Panda 3,140300,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.","['jackblack', 'bryancranston', 'dustinhoffman']",jenniferyuhnelson
149830,Comedy|Horror|Romance|Thriller,Pride and Prejudice and Zombies,58431,"A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer, yet the epitome of upper class prejudice. As the zombie outbreak intensifies, they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all.","['lilyjames', 'samriley', 'jackhuston']",burrsteers
151315,Action|Comedy,Ride Along 2,323675,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","['kevinhart', 'icecube', 'oliviamunn']",timstory
151455,Comedy,Eddie the Eagle,319888,"Inspired by true events, Eddie the Eagle is a feel-good story about Michael ""Eddie"" Edwards (Taron Egerton), an unlikely but courageous British ski-jumper who never stopped believing in himself - even as an entire nation was counting him out. With the help of a rebellious and charismatic coach (played by Hugh Jackman), Eddie takes on the establishment and wins the hearts of sports fans around the world by making an improbable and historic showing at the 1988 Calgary Winter Olympics.","['taronegerton', 'hughjackman', 'christopherwalken']",dexterfletcher
151739,Comedy,Dirty Grandpa,291870,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.","['zacefron', 'robertdeniro', 'juliannehough']",danmazer
151777,Drama|Thriller,The Finest Hours,300673,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,"['chrispine', 'caseyaffleck', 'benfoster']",craiggillespie
152063,Adventure|Fantasy,Gods of Egypt,205584,A common thief joins a mythical god on a quest through Egypt.,"['brentonthwaites', 'nikolajcoster-waldau', 'gerardbutler']",alexproyas
152071,Drama,Race,323677,"Based on the incredible true story of Jesse Owens, the legendary athletic superstar whose quest to become the greatest track and field athlete in history thrusts him onto the world stage of the 1936 Olympics, where he faces off against Adolf Hitler's vision of Aryan supremacy. Starring Stephan James, Jason Sudeikis, Jeremy Irons, Carice Van Houten and William Hurt - Race is an enthralling film about courage, determination, tolerance, and friendship, and an inspiring drama about one man's fight to become an Olympic legend.","['stephanjames', 'jasonsudeikis', 'caricevanhouten']",stephenhopkins
152077,Thriller,10 Cloverfield Lane,333371,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to ""get good on those"" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?","['maryelizabethwinstead', 'johngoodman', 'johngallagherjr.']",dantrachtenberg
152079,Action|Crime|Thriller,London Has Fallen,267860,"In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.","['gerardbutler', 'aaroneckhart', 'morganfreeman']",babaknajafi
152081,Action|Adventure|Animation|Children|Comedy,Zootopia,269149,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","['ginnifergoodwin', 'jasonbateman', 'shakira']",byronhoward
152970,Adventure|Comedy,Hunt for the Wilderpeople,371645,"Ricky is a defiant young city kid who finds himself on the run with his cantankerous foster uncle in the wild New Zealand bush. A national manhunt ensues, and the two are forced to put aside their differences and work together to survive.","['samneill', 'juliandennison', 'rimatewiata']",taikawaititi
155064,Drama|Horror|Mystery,The Neon Demon,301365,"When aspiring model Jesse moves to Los Angeles, her youth and vitality are devoured by a group of beauty-obsessed women who will take any means necessary to get what she has.","['ellefanning', 'karlglusman', 'jenamalone']",nicolaswindingrefn
155288,Drama|Thriller|War,Eye in the Sky,333352,A military officer in command of a drone operation to capture terrorists in Kenya sees her mission escalate from “capture” to “kill” just as a nine-year old girl enters the kill zone.,"['helenmirren', 'aaronpaul', 'alanrickman']",gavinhood
156387,Drama,Sing Street,369557,A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.,"['ferdiawalsh-peelo', 'lucyboynton', 'mariadoylekennedy']",johncarney
156609,Comedy,Neighbors 2: Sorority Rising,325133,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,"['sethrogen', 'rosebyrne', 'zacefron']",nicholasstoller
156675,Mystery|Sci-Fi,Project X,57214,"Three high school seniors throw a party to make a name for themselves. As the night progresses, things spiral out of control as word of the party spreads.","['olivercooper', 'jonathandanielbrown', 'thomasmann']",nimanourizadeh
156726,Thriller,Hush,376570,A deaf woman is stalked by a psychotic killer in her secluded home.,"['katesiegel', 'johngallagherjr.', 'samanthasloyan']",mikeflanagan
157200,Drama|Thriller,Money Monster,303858,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio.,"['georgeclooney', 'juliaroberts', ""jacko'connell""]",jodiefoster
157296,Adventure|Animation|Comedy,Finding Dory,127380,Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?,"['ellendegeneres', 'albertbrooks', 'haydenrolence']",andrewstanton
157340,Animation|Comedy,The Angry Birds Movie,153518,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.","['jasonsudeikis', 'joshgad', 'dannymcbride']",fergalreilly
157699,Drama|Thriller,Snowden,302401,CIA employee Edward Snowden leaks thousands of classified documents to the press.,"['josephgordon-levitt', 'shailenewoodley', 'melissaleo']",oliverstone
158238,Crime|Mystery|Thriller,The Nice Guys,290250,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,"['russellcrowe', 'ryangosling', 'angourierice']",shaneblack
158528,Drama|Thriller,The Shallows,332567,"An injured surfer stranded on a buoy needs to get back to shore, but the great white shark stalking her might have other ideas.","['blakelively', 'óscarjaenada', 'angelojosuelozanocorzo']",jaumecollet-serra
158813,Adventure|Children|Fantasy,Alice Through the Looking Glass,241259,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.","['johnnydepp', 'miawasikowska', 'annehathaway']",jamesbobin
158830,Children|Fantasy,The BFG,267935,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!","['rubybarnhill', 'markrylance', 'rebeccahall']",stevenspielberg
158872,Animation|Comedy,Sausage Party,223702,"Sausage Party, the first R-rated CG animated movie, is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store.","['sethrogen', 'kristenwiig', 'jonahhill']",conradvernon
158966,Drama,Captain Fantastic,334533,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,"['viggomortensen', 'georgemackay', 'samanthaisler']",mattross
159093,Action|Comedy|Thriller,Now You See Me 2,291805,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","['jesseeisenberg', 'woodyharrelson', 'markruffalo']",jonm.chu
159193,Comedy|Drama|Romance,Café Society,339397,"The story of a young man who arrives in Hollywood during the 1930s hoping to work in the film industry, falls in love, and finds himself swept up in the vibrant café society that defined the spirit of the age.","['jesseeisenberg', 'kristenstewart', 'blakelively']",woodyallen
159415,Comedy|Drama|Romance,Swiss Army Man,347031,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.","['pauldano', 'danielradcliffe', 'maryelizabethwinstead']",dankwan
159441,Comedy,The Do-Over,389053,The life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.,"['adamsandler', 'davidspade', 'paulapatton']",stevenbrill
159690,Action|Adventure|Comedy,Teenage Mutant Ninja Turtles: Out of the Shadows,308531,"After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.","['meganfox', 'stephenamell', 'willarnett']",davegreen
159717,Drama,The Fundamentals of Caring,318121,"Having suffered a tragedy, Ben becomes a caregiver to earn money. His first client, Trevor, is a hilarious 18-year-old with muscular dystrophy. One paralyzed emotionally, one paralyzed physically, Ben and Trevor hit the road on a trip into the western states. The folks they collect along the way will help them test their skills for surviving outside their calculated existence. Together, they come to understand the importance of hope and the necessity of true friendship.","['paulrudd', 'craigroberts', 'selenagomez']",robburnett
159858,Horror,The Conjuring 2,259693,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,"['patrickwilson', 'verafarmiga', 'madisonwolfe']",jameswan
160080,Action|Comedy|Horror|Sci-Fi,Ghostbusters,620,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","['billmurray', 'danaykroyd', 'sigourneyweaver']",ivanreitman
160271,Action|Comedy,Central Intelligence,302699,"After he reunites with an old pal through Facebook, a mild-mannered accountant is lured into the world of international espionage.","['dwaynejohnson', 'kevinhart', 'amyryan']",rawsonmarshallthurber
160438,Action,Jason Bourne,324668,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,"['mattdamon', 'aliciavikander', 'tommyleejones']",paulgreengrass
160563,Action|Adventure,The Legend of Tarzan,258489,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.","['alexanderskarsgård', 'margotrobbie', 'christophwaltz']",davidyates
160565,Action|Horror|Sci-Fi,The Purge: Election Year,316727,"Two years after choosing not to kill the man who killed his son, former police sergeant Leo Barnes has become head of security for Senator Charlene Roan, the front runner in the next Presidential election due to her vow to eliminate the Purge. On the night of what should be the final Purge, a betrayal from within the government forces Barnes and Roan out onto the street where they must fight to survive the night.","['elizabethmitchell', 'frankgrillo', 'mykeltiwilliamson']",jamesdemonaco
160569,Adventure|Animation|Children|Comedy,Ice Age: Collision Course,278154,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and encountering a host of colorful new characters.","['rayromano', 'johnleguizamo', 'denisleary']",mikethurmeier
160571,Horror,Lights Out,345911,"When Rebecca left home, she thought she left her childhood fears behind. Growing up, she was never really sure of what was and wasn’t real when the lights went out…and now her little brother, Martin, is experiencing the same unexplained and terrifying events that had once tested her sanity and threatened her safety. A frightening entity with a mysterious attachment to their mother, Sophie, has reemerged.","['teresapalmer', 'mariabello', 'gabrielbateman']",davidf.sandberg
160573,Adventure|Children|Fantasy,Pete's Dragon,294272,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.","['brycedallashoward', 'oakesfegley', 'wesbentley']",davidlowery
160718,Animation,Piper,399106,"A mother bird tries to teach her little one how to find food by herself. In the process, she encounters a traumatic experience that she must overcome in order to survive.",[],alanbarillaro
160954,Drama|Thriller,Nerve,328387,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.","['emmaroberts', 'davefranco', 'emilymeade']",henryjoost
160980,Drama,Sully,363676,"On 15 January 2009, the world witnessed the 'Miracle on the Hudson' when Captain 'Sully' Sullenberger glided his disabled plane onto the frigid waters of the Hudson River, saving the lives of all 155 aboard. However, even as Sully was being heralded by the public and the media for his unprecedented feat of aviation skill, an investigation was unfolding that threatened to destroy his reputation and career.","['tomhanks', 'aaroneckhart', 'lauralinney']",clinteastwood
161127,Crime|Drama,The Infiltrator,325789,A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,"['bryancranston', 'dianekruger', 'johnleguizamo']",bradfurman
161131,Comedy,War Dogs,308266,"Based on the true story of two young men, David Packouz and Efraim Diveroli, who won a $300 million contract from the Pentagon to arm America's allies in Afghanistan.","['milesteller', 'jonahhill', 'anadearmas']",toddphillips
161354,Action|Animation|Crime|Drama,Batman: The Killing Joke,382322,"As Batman hunts for the escaped Joker, the Clown Prince of Crime attacks the Gordon family to prove a diabolical point mirroring his own fall into madness. Based on the graphic novel by Alan Moore and Brian Bolland.","['kevinconroy', 'markhamill', 'tarastrong']",samliu
161580,Comedy,Bad Moms,376659,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence.","['milakunis', 'kristenbell', 'kathrynhahn']",jonlucas
161582,Crime|Drama,Hell or High Water,338766,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,"['jeffbridges', 'chrispine', 'benfoster']",davidmackenzie
161634,Thriller,Don't Breathe,300669,A group of teens break into a blind man's home thinking they'll get away with the perfect crime. They're wrong.,"['janelevy', 'dylanminnette', 'danielzovatto']",fedealvarez
161922,Comedy,The Edge of Seventeen,376660,"Two high school girls are best friends until one dates the other's older brother, who is totally his sister's nemesis.","['haileesteinfeld', 'haleylurichardson', 'blakejenner']",kellyfremoncraig
161966,Thriller,Elle,337674,"When Michelle, the CEO of a gaming software company, is attacked in her home by an unknown assailant, she refuses to let it alter her precisely ordered life. She manages crises involving family, all the while becoming engaged in a game of cat and mouse with her stalker.","['isabellehuppert', 'laurentlafitte', 'anneconsigny']",paulverhoeven
162350,Action|Western,The Magnificent Seven,966,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,"['yulbrynner', 'eliwallach', 'stevemcqueen']",johnsturges
162478,Action|Comedy|Crime,Masterminds,213681,A night guard at an armored car company in the Southern U.S. organizes one of the biggest bank heists in American history.,"['zachgalifianakis', 'owenwilson', 'kristenwiig']",jaredhess
162578,Adventure|Animation|Children|Fantasy,Kubo and the Two Strings,313297,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.","['artparkinson', 'charlizetheron', 'rooneymara']",travisknight
162590,Comedy|Romance,Bridget Jones's Baby,95610,"Breaking up with Mark Darcy leaves Bridget Jones over 40 and single again. Feeling that she has everything under control, Jones decides to focus on her career as a top news producer. Suddenly, her love life comes back from the dead when she meets a dashing and handsome American named Jack. Things couldn't be better, until Bridget discovers that she is pregnant. Now, the befuddled mom-to-be must figure out if the proud papa is Mark or Jack.","['renéezellweger', 'colinfirth', 'patrickdempsey']",sharonmaguire
162598,Drama,Deepwater Horizon,296524,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.","['markwahlberg', 'kurtrussell', 'johnmalkovich']",peterberg
162600,Fantasy,Miss Peregrine's Home for Peculiar Children,283366,A teenager finds himself transported to an island where he must help protect a group of orphans with special powers from creatures intent on destroying them.,"['evagreen', 'asabutterfield', 'samuell.jackson']",timburton
162602,Thriller,The Girl on the Train,346685,"Rachel Watson, devastated by her recent divorce, spends her daily commute fantasizing about the seemingly perfect couple who live in a house that her train passes every day, until one morning she sees something shocking happen there and becomes entangled in the mystery that unfolds.","['emilyblunt', 'haleybennett', 'rebeccaferguson']",tatetaylor
162606,Crime|Drama|Thriller,The Accountant,302946,"As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.","['benaffleck', 'annakendrick', 'j.k.simmons']",gavino'connor
163645,Drama|War,Hacksaw Ridge,324786,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.","['andrewgarfield', 'samworthington', 'vincevaughn']",melgibson
163937,Horror|Thriller,Blair Witch,351211,Students on a camping trip discover something sinister is lurking beyond the trees.,"['jamesallenmccune', 'calliehernandez', 'brandonscott']",adamwingard
164179,Sci-Fi,Arrival,329865,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","['amyadams', 'jeremyrenner', 'forestwhitaker']",denisvilleneuve
164200,Animation|Children|Comedy,Storks,332210,"Storks deliver babies…or at least they used to. Now they deliver packages for a global internet retail giant. Junior, the company’s top delivery stork, is about to be promoted when he accidentally activates the Baby Making Machine, producing an adorable and wholly unauthorized baby girl...","['andysamberg', 'katiecrown', 'kelseygrammer']",dougsweetland
164367,Drama|Horror|Sci-Fi|Thriller,The Girl with All the Gifts,375366,A scientist and a teacher living in a dystopian future embark on a journey of survival with a special young girl.,"['gemmaarterton', 'paddyconsidine', 'glennclose']",colmmccarthy
164909,Comedy|Drama|Romance,La La Land,313369,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.","['ryangosling', 'emmastone', 'johnlegend']",damienchazelle
165101,Mystery|Thriller,Inferno,207932,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.","['tomhanks', 'felicityjones', 'omarsy']",ronhoward
165103,Comedy,Keeping Up with the Joneses,331313,An ordinary suburban couple finds it’s not easy keeping up with the Joneses – their impossibly gorgeous and ultra-sophisticated new neighbors – especially when they discover that Mr. and Mrs. “Jones” are covert operatives.,"['zachgalifianakis', 'islafisher', 'jonhamm']",gregmottola
